ID,choice2,age,female,edu,drur,inc_cont,region,nchildren,qual,qual_f,nit_sout_ar,pt,cost_m3,mcost_m3,cost_m3_na,prix_diff,price_tap,pesti_esout_rd_mod,nitrates_esout_rd_mod
1804,1,68,1,3,0,6,12,0,3,2,9.47,0.505,7,1.0249528,1,0,2,22.799999,15.08
1805,1,60,0,4,0,1.9,3,0,3,3,26.41,1.066,-999,-999,2,4,2,32.470001,22.16
1806,1,42,1,1,0,3.75,7,0,2,3,26.73,0.741,5,-0.9750472,1,5,2,25.219999,23.059999
1807,1,69,0,3,0,1.9,11,0,3,1,21.48,0.912,7,1.0249528,1,5,2,23.469999,22.690001
1808,2,53,0,3,0,3.75,8,0,2,3,34.92,0.965,-999,-999,2,2,1,26.41,23.299999
1809,3,32,1,4,0,2.65,4,2,3,3,39.14,0.715,5,-0.9750472,1,2,2,40.240002,39.849998
1810,3,39,1,3,0,1.35,7,1,1,3,14.23,0.729,9,3.0249528,1,3,2,27.43,22.82
1811,3,45,1,2,0,2.65,9,1,3,3,16.24,0.805,-999,-999,2,4,2,25.74,25.879999
1812,3,53,0,3,0,3.75,4,0,3,2,11.49,0.8,-999,-999,2,2,1,31.23,17.32
1813,1,42,0,4,0,2.65,12,3,3,2,9,0.505,-999,-999,2,3,2,22.799999,15.08
1814,2,24,1,5,0,1.9,8,0,2,3,22.17,1.034,6,0.0249528,1,3,2,24.35,26.41
1815,1,68,0,5,0,3.75,1,0,3,1,2.31,1.013,-999,-999,2,0,1,22.85,14.37
1816,1,44,1,4,0,1.35,9,0,3,3,1.86,0.827,-999,-999,2,2,0,8.8299999,4.29
1817,2,50,1,3,1,1,10,0,3,3,3.65,0.631,-999,-999,2,2,2,5.8899999,6.96
1818,1,42,0,4,0,2.65,10,2,2,3,17.69,0.745,3,-2.9750472,1,4,2,29.17,17.41
1819,1,56,0,2,0,2.65,9,1,3,2,5.78,0.711,-999,-999,2,5,2,4,2.8699999
1820,1,64,0,4,0,3.75,1,0,2,3,15.06,0.925,3.799999952,-2.175047248,1,5,2,12.25,14.98
1821,2,59,1,2,0,2.65,7,0,3,3,13.01,0.741,-999,-999,2,4,1,25.219999,23.059999
1822,1,39,0,3,0,1.9,7,0,1,3,18.85,0.685,10,4.0249528,1,5,1,18.280001,18.85
1823,3,63,1,2,0,1.9,7,0,2,1,16.45,0.729,1,-4.9750472,1,3,2,27.43,22.82
1824,3,32,0,4,1,0.25,11,2,2,3,27.55,0.892,-999,-999,2,3,1,23.43,15.19
1825,2,51,0,4,0,1.35,9,0,2,3,1.12,0.827,-999,-999,2,3,1,8.8299999,4.29
1826,3,70,0,3,0,1.9,12,0,3,3,9.47,0.505,-999,-999,2,3,1,22.799999,15.08
1827,2,60,1,2,0,1.9,2,0,3,2,22.78,0.969,23,17.0249528,1,3,2,28.09,23.299999
1828,1,75,1,5,0,2.65,7,0,4,2,0.7,0.649,-999,-999,2,2,0,0.15000001,0.27000001
1829,3,37,0,2,0,1.9,6,2,3,1,46.48,1.078,2,-3.9750472,1,3,2,31.370001,30.370001
1830,2,51,1,2,0,2.65,6,2,2,3,46.48,1.078,-999,-999,2,2,2,31.370001,30.370001
1831,3,32,1,2,0,2.65,1,2,2,3,15.06,0.925,-999,-999,2,0,1,12.25,14.98
1832,1,64,1,5,0,1,12,0,3,3,7.55,0.707,2,-3.9750472,1,4,2,17.540001,16.09
1833,3,72,1,5,0,3.75,7,0,3,2,0.64,0.69,-999,-999,2,4,2,19.459999,15.32
1834,1,41,1,1,0,1.9,7,0,2,1,14.23,0.729,-999,-999,2,0,1,27.43,22.82
1835,2,28,1,3,0,3.75,2,1,3,2,8.81,1.628,-999,-999,2,1,1,12.43,12.48
1836,2,58,1,4,0,3.75,4,0,2,3,28.7,0.755,4,-1.9750472,1,0,2,38.209999,32.41
1837,2,64,0,2,1,1.9,2,0,3,3,8.81,1.628,-999,-999,2,4,2,12.43,12.48
1838,3,37,0,2,0,3.75,5,2,3,3,14.67,0.833,-999,-999,2,3,0,20.190001,13.89
1839,3,32,1,3,0,1.9,9,3,3,3,43.37,0.91,-999,-999,2,3,0,42.970001,36.02
1840,2,34,0,5,0,2.65,5,2,3,1,32.51,0.772,-999,-999,2,0,1,33.709999,27.32
1841,1,39,0,2,0,2.65,10,2,3,3,8.91,0.588,-999,-999,2,0,2,16.690001,7.4200001
1842,2,46,0,2,0,6,1,3,2,1,7.7,1.037,-999,-999,2,4,2,2.9100001,4.73
1843,1,73,0,2,1,1.9,5,0,2,2,7.29,1.135,3,-2.9750472,1,0,2,27.799999,20.030001
1844,2,73,1,5,0,3.75,12,0,3,2,11.57,0.505,-999,-999,2,3,1,22.799999,15.08
1845,2,67,1,2,1,1,5,0,2,3,32.51,0.772,-999,-999,2,2,2,33.709999,27.32
1846,3,68,0,2,0,1,9,2,3,3,5.19,0.929,80,74.0249528,1,4,2,15.59,7.2199998
1847,1,25,0,4,0,1.9,1,0,3,2,6.54,1.32,-999,-999,2,3,0,24.809999,10.6
1848,1,65,1,3,0,2.65,11,0,3,2,27.55,0.892,-999,-999,2,4,0,23.43,15.19
1849,1,33,0,4,0,1.35,10,2,3,2,5.91,0.737,2,-3.9750472,1,0,0,14.6,11.38
1850,2,41,0,4,1,3.75,11,2,3,3,14.17,0.912,21,15.0249528,1,5,1,20.290001,17.41
1851,2,24,1,5,1,1.9,10,0,3,2,25.9,0.677,-999,-999,2,0,1,28.76,12.06
1852,2,38,1,4,0,3.75,7,2,4,1,24.24,0.685,8,2.0249528,1,3,2,18.280001,18.85
1853,2,31,1,3,0,2.65,3,1,2,3,49.57,1.245,-999,-999,2,3,1,42,26.58
1854,2,50,0,1,0,1.35,4,0,1,3,11.49,0.8,60,54.0249528,1,0,2,31.23,17.32
1855,2,38,0,2,0,1.9,10,2,3,1,15.56,0.664,-999,-999,2,5,1,24.360001,16.790001
1856,1,71,1,4,1,3.75,8,0,3,2,20.64,0.817,3,-2.9750472,1,4,2,26.5,26.65
1857,1,25,0,4,0,2.65,7,0,3,3,0.7,0.649,-999,-999,2,4,0,0.15000001,0.27000001
1858,1,37,1,3,0,1.9,5,2,3,3,13.18,0.842,6,0.0249528,1,2,2,18.610001,14.49
1859,2,43,1,3,1,0.65,2,0,2,3,18.67,0.969,2,-3.9750472,1,4,2,28.09,23.299999
1860,2,62,1,4,0,1.35,1,0,2,3,7.7,1.037,-999,-999,2,0,2,2.9100001,4.73
1861,1,49,1,5,0,3.75,7,0,2,3,0,0.66,-999,-999,2,4,2,0,0
1862,2,32,1,4,0,3.75,10,0,2,3,15.07,0.737,-999,-999,2,0,1,14.6,11.38
1863,3,48,0,3,0,3.75,7,0,3,2,26.73,0.741,-999,-999,2,2,1,25.219999,23.059999
1864,1,65,0,2,1,1,10,0,2,1,4.08,0.745,0.920000017,-5.055047184,1,0,2,29.17,17.41
1865,2,39,0,1,0,1.35,6,1,3,3,9.2,0.842,-999,-999,2,2,2,19.01,16.549999
1866,3,61,0,2,0,2.65,3,0,3,3,28.68,0.964,1,-4.9750472,1,5,2,40.529999,24.610001
1867,2,48,1,4,1,3.75,7,0,3,1,16.54,0.744,6,0.0249528,1,3,2,30.530001,27.73
1868,1,40,0,3,0,3.75,1,2,3,3,2.73,1.685,5,-0.9750472,1,5,2,7.8699999,5.7800002
1869,3,25,0,3,0,0.25,6,0,2,3,15.5,0.842,0,0,1,5,0,19.01,16.549999
1870,1,29,1,3,1,2.65,1,1,3,1,8.14,1.685,10,4.0249528,1,2,1,7.8699999,5.7800002
1871,1,49,0,3,0,2.65,12,0,2,3,9,0.505,4,-1.9750472,1,5,1,22.799999,15.08
1872,2,23,0,4,1,2.65,5,0,3,2,29.29,0.823,2,-3.9750472,1,0,1,16.58,12.42
1873,3,61,0,5,0,6,9,0,3,3,24.73,0.801,1.5,-4.4750472,1,5,2,31.74,26.5
1874,2,70,0,5,0,9.477,7,0,2,1,0,0.66,3,-2.9750472,1,2,2,0,0
1875,2,55,0,3,1,2.65,9,0,3,1,16.24,0.805,-999,-999,2,0,0,25.74,25.879999
1876,3,22,1,4,0,1,8,0,3,3,17.3,1.13,-999,-999,2,2,2,27.639999,20.98
1877,2,33,1,4,0,2.65,5,1,1,3,28.1,0.772,-999,-999,2,1,0,33.709999,27.32
1878,3,24,0,5,0,3.75,4,0,3,2,39.14,0.715,-999,-999,2,0,0,40.240002,39.849998
1879,3,65,1,2,0,1.35,10,0,2,3,8.91,0.588,-999,-999,2,2,0,16.690001,7.4200001
1880,2,62,1,2,0,1.35,3,0,2,1,33.17,1.245,-999,-999,2,2,1,42,26.58
1881,1,34,0,5,0,1.9,7,0,3,3,24.24,0.685,9,3.0249528,1,4,2,18.280001,18.85
1882,2,43,0,4,1,6,11,0,2,2,11.35,0.912,2.700000048,-3.275047153,1,3,2,20.290001,17.41
1883,1,24,0,4,0,1.35,2,0,2,1,22.78,0.969,-999,-999,2,3,1,28.09,23.299999
1884,3,51,1,4,1,1.9,4,1,3,1,42.62,0.715,5,-0.9750472,1,2,2,40.240002,39.849998
1885,3,67,0,3,0,6,11,0,3,1,8.76,0.829,2.5,-3.4750472,1,5,1,22.26,14.45
1886,1,38,1,1,0,9.477,6,4,2,3,26.89,1.078,10,4.0249528,1,5,2,31.370001,30.370001
1887,2,39,0,5,0,3.75,7,0,3,3,0,0.66,15,9.0249528,1,5,1,0,0
1888,2,40,1,2,0,2.65,11,0,3,2,27.55,0.892,2.5,-3.4750472,1,2,1,23.43,15.19
1889,2,66,0,2,1,1,9,0,3,2,19.57,0.801,1,-4.9750472,1,2,1,31.74,26.5
1890,3,68,0,2,1,2.65,1,0,3,2,13.34,0.925,5.5,-0.4750472,1,5,2,12.25,14.98
1891,1,56,0,2,0,2.65,9,0,2,2,5.19,0.929,-999,-999,2,0,2,15.59,7.2199998
1892,1,39,1,4,0,2.65,2,1,3,2,7.36,1.683,-999,-999,2,0,2,9.7600002,8.6199999
1893,1,38,1,5,0,3.75,10,2,3,3,25.9,0.677,-999,-999,2,3,1,28.76,12.06
1894,3,47,1,4,1,3.75,3,2,3,3,28.3,0.884,-999,-999,2,0,2,29.129999,20.51
1895,1,68,0,4,1,6,11,0,3,1,11.35,0.912,4,-1.9750472,1,5,1,20.290001,17.41
1896,1,53,1,3,1,2.65,11,0,3,2,27.07,1.001,-999,-999,2,5,2,30.549999,30.940001
1897,1,43,0,3,0,1.35,12,0,3,3,18.17,0.878,-999,-999,2,4,1,17.290001,11.32
1898,2,36,1,5,0,2.65,7,0,3,3,0,0.66,-999,-999,2,2,2,0,0
1899,3,63,0,5,0,6,7,0,3,1,0.64,0.69,-999,-999,2,4,1,19.459999,15.32
1900,1,71,0,5,0,3.75,1,0,3,3,5.84,1.685,3.130000114,-2.845047086,1,5,1,7.8699999,5.7800002
1901,3,70,0,3,0,2.65,10,0,3,1,13.11,0.791,-999,-999,2,0,1,14.43,12.28
1902,3,49,1,2,1,3.75,8,0,2,2,23.85,1.034,3,-2.9750472,1,2,2,24.35,26.41
1903,2,53,1,3,0,1.9,5,0,2,3,7.29,1.135,1.649999976,-4.325047224,1,3,2,27.799999,20.030001
1904,1,26,1,2,0,1.9,12,1,3,3,2.54,1.08,-999,-999,2,2,2,2.1700001,1.6799999
1905,1,50,1,2,0,1.9,7,1,3,3,26.73,0.741,-999,-999,2,0,2,25.219999,23.059999
1906,3,52,0,4,0,6,10,3,3,3,8.91,0.588,3,-2.9750472,1,5,2,16.690001,7.4200001
1907,2,19,0,3,0,0.25,11,0,3,3,26.7,1.001,-999,-999,2,4,1,30.549999,30.940001
1908,1,55,0,2,1,1.35,6,0,3,2,35.62,0.842,6,0.0249528,1,5,2,19.01,16.549999
1909,2,57,1,4,1,1.9,9,0,3,3,1.12,0.827,-999,-999,2,3,2,8.8299999,4.29
1910,3,30,0,3,0,2.65,9,1,3,3,1.38,0.827,-999,-999,2,3,1,8.8299999,4.29
1911,1,53,1,2,1,1.9,2,0,3,3,7.36,1.683,1.5,-4.4750472,1,5,1,9.7600002,8.6199999
1912,2,31,0,2,0,0.65,1,1,4,2,17.51,1.013,3,-2.9750472,1,3,1,22.85,14.37
1913,2,28,0,4,0,1.35,4,0,2,3,13.07,0.75,2,-3.9750472,1,5,2,46.349998,21.540001
1914,1,35,1,4,1,3.75,10,2,3,3,22.56,0.677,5,-0.9750472,1,4,0,28.76,12.06
1915,1,68,0,5,0,2.65,6,0,2,1,15.5,0.842,3.400000095,-2.575047105,1,0,0,19.01,16.549999
1916,3,53,0,2,0,2.65,4,0,3,1,13.07,0.75,-999,-999,2,2,1,46.349998,21.540001
1917,3,70,0,3,0,1.9,1,0,3,3,7.7,1.037,4,-1.9750472,1,5,2,2.9100001,4.73
1918,3,60,1,3,1,2.65,10,0,3,1,5.91,0.737,-999,-999,2,3,2,14.6,11.38
1919,3,52,0,3,0,1.9,6,0,2,2,31.75,0.766,54,48.0249528,1,5,2,27.309999,25.73
1920,2,34,0,3,0,0.65,7,0,2,3,13.01,0.741,0.059999999,-5.915047202,1,5,2,25.219999,23.059999
1921,1,30,0,5,0,3.75,7,0,4,2,0.99,0.741,-999,-999,2,4,1,21.08679933,0.5
1922,2,62,0,2,0,6,7,0,3,1,0.7,0.649,3.5,-2.4750472,1,2,1,0.15000001,0.27000001
1923,1,58,0,2,1,3.75,10,0,3,1,12.17,0.93,3,-2.9750472,1,5,1,10.23,10.3
1924,2,65,1,3,1,1.9,10,0,3,1,17.69,0.745,1.5,-4.4750472,1,5,2,29.17,17.41
1925,2,72,1,4,0,1.9,4,0,3,2,28.22,0.75,-999,-999,2,2,0,46.349998,21.540001
1926,2,69,0,3,1,1.9,4,0,3,1,36.23,0.715,3,-2.9750472,1,5,2,40.240002,39.849998
1927,2,35,0,3,0,2.65,6,2,3,1,26.89,1.078,-999,-999,2,3,2,31.370001,30.370001
1928,1,23,0,5,0,9.477,11,0,3,3,27.55,0.892,-999,-999,2,4,1,23.43,15.19
1929,2,70,1,3,1,1.9,9,0,3,3,5.98,0.81,-999,-999,2,0,2,13.23,10.84
1930,1,65,0,5,0,2.65,7,0,3,1,18.79,0.69,-999,-999,2,5,1,19.459999,15.32
1931,1,74,1,4,0,3.75,7,0,3,3,0,0.66,-999,-999,2,3,2,0,0
1932,1,36,1,3,0,2.65,5,3,2,1,8.19,1.234,-999,-999,2,0,2,12,9.6700001
1933,3,24,0,4,0,1.35,12,0,3,3,2.54,1.08,12,6.0249528,1,4,1,2.1700001,1.6799999
1934,1,71,1,4,0,3.75,1,0,3,2,5.84,1.685,-999,-999,2,2,1,7.8699999,5.7800002
1935,2,52,0,2,0,1,6,0,3,1,29.33,1.078,-999,-999,2,1,2,31.370001,30.370001
1936,1,41,1,2,1,1.9,11,2,3,1,18.39,0.912,2,-3.9750472,1,1,2,20.290001,17.41
1937,1,59,1,5,0,2.65,11,0,3,3,4.69,0.829,-999,-999,2,5,1,22.26,14.45
1938,1,24,0,5,0,3.75,1,0,2,3,21.4,1.041,3,-2.9750472,1,5,2,28.17,25
1939,2,56,1,2,0,1,7,1,2,3,0,0.66,3,-2.9750472,1,5,2,0,0
1940,2,22,1,4,0,1.9,6,0,2,3,36.36,1.078,-999,-999,2,0,0,31.370001,30.370001
1941,3,55,0,3,0,1.35,1,0,3,1,7.99,0.932,10,4.0249528,1,2,2,21.83,7.8200002
1942,2,61,1,4,0,1,7,0,3,3,26.73,0.741,-999,-999,2,0,2,25.219999,23.059999
1943,3,58,0,5,0,3.75,2,0,3,1,7.26,1.628,2,-3.9750472,1,5,1,12.43,12.48
1944,1,53,1,1,1,3.75,8,1,3,1,23.85,1.034,0.200000003,-5.775047197,1,2,2,24.35,26.41
1945,3,25,1,4,0,1.9,1,0,3,3,21.4,1.041,-999,-999,2,0,0,28.17,25
1946,1,85,1,5,0,2.65,1,0,2,3,6.54,1.32,-999,-999,2,5,1,24.809999,10.6
1947,3,66,0,5,0,2.65,1,0,3,3,13.34,0.925,-999,-999,2,4,1,12.25,14.98
1948,2,30,0,5,0,3.75,10,0,3,1,25.9,0.677,-999,-999,2,0,0,28.76,12.06
1949,1,73,0,4,0,3.75,7,0,2,3,0.99,0.741,-999,-999,2,5,1,21.08679933,0.5
1950,2,70,0,5,0,6,5,0,3,1,13.18,0.842,30,24.0249528,1,4,2,18.610001,14.49
1951,2,63,0,2,0,2.65,3,0,3,3,19.28,0.884,5,-0.9750472,1,3,1,29.129999,20.51
1952,3,53,1,2,0,3.75,9,0,2,1,62.81,0.805,3.5,-2.4750472,1,5,2,25.74,25.879999
1953,1,20,0,4,0,0.25,3,0,1,3,20.15,1.066,0.300000012,-5.675047188,1,3,1,32.470001,22.16
1954,2,21,1,4,0,2.65,5,0,3,3,32.51,0.772,-999,-999,2,2,1,33.709999,27.32
1955,1,45,0,4,0,1.9,7,3,3,2,18.85,0.685,10,4.0249528,1,2,2,18.280001,18.85
1956,1,46,1,3,0,3.75,5,0,2,3,14.67,0.833,-999,-999,2,3,2,20.190001,13.89
1957,2,74,1,2,0,1.35,7,0,3,1,0,0.66,-999,-999,2,0,0,0,0
1958,3,40,1,3,0,1,6,2,2,2,28.38,0.766,-999,-999,2,0,2,27.309999,25.73
1959,3,44,1,2,0,1.35,7,0,2,3,0.64,0.69,0.5,-5.4750472,1,4,1,19.459999,15.32
1960,1,35,1,4,0,1.9,7,2,3,3,0.5,0.741,-999,-999,2,2,0,0,0.5
1961,1,41,0,4,1,3.75,4,3,3,2,23.54,0.75,3,-2.9750472,1,3,2,46.349998,21.540001
1962,1,25,0,3,0,1.9,7,0,3,1,0.7,0.649,-999,-999,2,0,0,0.15000001,0.27000001
1963,2,32,1,4,1,1.35,3,2,3,3,23.04,0.884,-999,-999,2,0,2,29.129999,20.51
1964,1,75,1,2,0,1.9,5,0,4,1,13.18,0.842,-999,-999,2,0,1,18.610001,14.49
1965,1,46,1,5,1,2.65,1,2,3,3,6.91,1.685,-999,-999,2,3,2,7.8699999,5.7800002
1966,2,68,1,5,0,2.65,9,0,4,1,1.38,0.827,-999,-999,2,3,0,8.8299999,4.29
1967,2,32,0,5,0,3.75,10,1,3,3,15.07,0.737,-999,-999,2,4,2,14.6,11.38
1968,1,46,0,5,0,1.9,7,0,2,3,0,0.66,-999,-999,2,0,2,0,0
1969,1,24,1,4,0,1,10,0,2,3,15.07,0.737,10,4.0249528,1,5,2,14.6,11.38
1970,2,66,0,3,1,3.75,9,0,3,3,5.78,0.711,-999,-999,2,3,2,4,2.8699999
1971,1,32,0,5,1,6,7,0,2,2,18.79,0.69,6,0.0249528,1,5,1,19.459999,15.32
1972,3,51,1,3,1,1,8,0,2,3,23.85,1.034,-999,-999,2,2,2,24.35,26.41
1973,2,66,0,2,1,1.9,9,0,2,3,5.19,0.929,-999,-999,2,3,2,15.59,7.2199998
1974,2,30,1,2,0,2.65,6,2,2,2,46.48,1.078,1,-4.9750472,1,3,1,31.370001,30.370001
1975,2,21,1,4,0,1.9,2,0,3,3,22.78,0.969,-999,-999,2,2,1,28.09,23.299999
1976,2,24,0,5,0,1.9,7,0,3,1,0,0.66,-999,-999,2,1,1,0,0
1977,1,61,0,2,1,3.75,1,0,4,2,23.74,1.32,2.599999905,-3.375047296,1,5,1,24.809999,10.6
1978,2,65,1,2,1,1.35,3,0,2,3,19.28,0.884,-999,-999,2,1,2,29.129999,20.51
1979,3,50,1,4,0,0.25,5,2,2,3,13.83,1.135,-999,-999,2,2,2,27.799999,20.030001
1980,2,72,0,5,0,6,7,0,3,1,0.99,0.741,-999,-999,2,1,2,21.08679933,0.5
1981,2,68,0,2,0,1.9,11,0,3,1,21.48,0.912,4,-1.9750472,1,2,2,23.469999,22.690001
1982,3,56,0,3,1,3.75,6,1,3,1,31.5,0.864,2,-3.9750472,1,5,1,30.52,27.1
1983,2,21,1,4,0,0.25,11,0,2,3,27.55,0.892,-999,-999,2,0,0,23.43,15.19
1984,2,42,0,4,0,2.65,4,0,4,3,39.14,0.715,8,2.0249528,1,4,2,40.240002,39.849998
1985,1,67,0,3,0,2.65,7,0,3,2,24.24,0.685,-999,-999,2,0,2,18.280001,18.85
1986,2,27,0,2,0,1,7,0,3,3,18.85,0.685,6,0.0249528,1,1,2,18.280001,18.85
1987,3,63,1,5,0,3.75,5,0,3,2,20.04,0.823,-999,-999,2,3,2,16.58,12.42
1988,1,44,0,4,0,1.35,1,2,3,3,4.2,0.849,7,1.0249528,1,5,2,15.32,10.22
1989,2,51,1,3,1,1.9,1,0,4,1,7.2,1.013,-999,-999,2,0,2,22.85,14.37
1990,1,69,0,5,1,6,10,0,3,2,6.65,0.934,0.360000014,-5.615047186,1,5,1,5.23,4.9899998
1991,2,48,0,2,0,1.35,5,0,3,2,7.2,0.823,-999,-999,2,0,1,16.58,12.42
1992,3,23,0,5,0,2.65,10,0,3,2,10.46,0.631,-999,-999,2,3,2,5.8899999,6.96
1993,2,24,1,3,0,2.65,3,0,2,2,31.89,0.964,-999,-999,2,4,2,40.529999,24.610001
1994,2,69,0,5,0,6,6,0,4,1,22.76,1.078,1,-4.9750472,1,3,2,31.370001,30.370001
1995,2,29,1,4,1,1.9,11,1,2,3,12.28,0.829,-999,-999,2,1,1,22.26,14.45
1996,2,20,1,4,0,1.9,1,0,2,3,7.99,0.932,-999,-999,2,3,2,21.83,7.8200002
1997,1,55,1,4,0,1.9,7,0,2,3,0.7,0.649,4,-1.9750472,1,5,2,0.15000001,0.27000001
1998,1,31,1,5,0,1.35,2,0,2,3,13.98,1.06,-999,-999,2,2,1,21.049999,17.9
1999,3,34,0,5,1,2.65,3,2,3,3,23.04,0.884,2,-3.9750472,1,5,1,29.129999,20.51
2000,3,40,1,5,0,1.9,1,0,3,3,7.99,0.932,-999,-999,2,3,2,21.83,7.8200002
2001,3,52,1,2,0,3.75,9,0,2,1,0.49,0.827,3.650000095,-2.325047105,1,0,2,8.8299999,4.29
2002,3,52,1,3,1,3.75,6,0,2,3,26.51,0.864,1,-4.9750472,1,3,2,30.52,27.1
2003,2,43,1,3,0,1.9,5,1,3,1,8.51,0.833,2,-3.9750472,1,3,1,20.190001,13.89
2004,3,54,0,2,1,3.75,5,0,3,3,20.04,0.823,8,2.0249528,1,4,2,16.58,12.42
2005,2,61,1,4,0,1.9,3,0,3,1,37.68,1.245,-999,-999,2,4,2,42,26.58
2006,1,72,0,4,0,6,4,0,3,1,15.97,0.798,3,-2.9750472,1,5,2,13.81,10.63
2007,1,40,0,2,0,1.35,9,1,3,2,4.84,1.347,-999,-999,2,0,0,10.23,7.1100001
2008,1,46,0,5,1,2.65,5,0,3,1,14.67,0.833,-999,-999,2,5,2,20.190001,13.89
2009,1,46,1,1,1,1.35,1,0,3,3,8.14,1.685,-999,-999,2,3,1,7.8699999,5.7800002
2010,3,39,0,5,0,3.75,12,1,3,3,2.715,0.964,-999,-999,2,3,1,4.5650001,2.7149999
2011,3,63,0,2,0,2.65,5,0,2,3,13.83,1.135,-999,-999,2,0,2,27.799999,20.030001
2012,2,24,0,4,0,2.65,1,0,3,2,21.4,1.041,-999,-999,2,2,2,28.17,25
2013,1,52,0,2,0,1.9,8,0,3,3,21.36,0.981,4,-1.9750472,1,3,1,33.540001,19.190001
2014,1,35,1,4,0,3.75,1,3,1,2,23.29,0.774,5,-0.9750472,1,4,2,21.940001,20.559999
2015,1,53,0,2,0,1,5,0,3,1,8.19,1.234,10,4.0249528,1,3,2,12,9.6700001
2016,1,70,0,5,0,6,12,0,2,3,10.47,0.505,3.900000095,-2.075047105,1,0,2,22.799999,15.08
2017,1,72,0,5,0,3.75,7,0,3,2,14.23,0.729,-999,-999,2,0,0,27.43,22.82
2018,2,22,1,4,0,1.35,12,0,2,1,10.47,0.505,-999,-999,2,0,0,22.799999,15.08
2019,2,66,1,2,1,3.75,11,0,3,2,27.55,0.892,2,-3.9750472,1,0,2,23.43,15.19
2020,2,45,0,3,0,2.65,5,2,3,2,20.03,1.135,-999,-999,2,2,0,27.799999,20.030001
2021,3,46,1,4,0,1.9,10,1,2,3,17.69,0.745,-999,-999,2,0,1,29.17,17.41
2022,2,50,0,2,1,1.35,3,1,2,3,33.17,1.245,-999,-999,2,0,2,42,26.58
2023,2,51,0,2,0,3.75,6,0,2,3,28.38,0.766,5,-0.9750472,1,0,2,27.309999,25.73
2024,1,35,0,4,0,1.9,9,2,3,2,4.91,1.347,-999,-999,2,5,0,10.23,7.1100001
2025,2,27,1,4,0,2.65,10,0,2,3,15.07,0.737,-999,-999,2,5,1,14.6,11.38
2026,2,21,0,4,0,3.75,12,2,3,3,9.47,0.505,-999,-999,2,1,1,22.799999,15.08
2027,1,66,1,4,0,2.65,10,0,4,1,8.91,0.588,20,14.0249528,1,0,2,16.690001,7.4200001
2028,2,39,0,4,0,6,6,3,3,3,46.48,1.078,-999,-999,2,3,1,31.370001,30.370001
2029,2,25,0,3,0,2.65,3,0,4,3,19.28,0.884,-999,-999,2,0,2,29.129999,20.51
2030,1,39,0,2,0,3.75,7,0,3,1,26.73,0.741,-999,-999,2,0,0,25.219999,23.059999
2031,1,54,0,3,0,2.65,7,0,3,3,0,0.66,-999,-999,2,0,0,0,0
2032,2,40,0,4,1,6,7,1,3,3,11.17,0.744,2,-3.9750472,1,5,2,30.530001,27.73
2033,1,57,1,4,0,2.65,1,0,3,1,11.02,0.925,-999,-999,2,3,2,12.25,14.98
2034,2,60,0,2,0,6,3,0,2,1,25.98,0.964,3,-2.9750472,1,5,2,40.529999,24.610001
2035,2,71,0,5,0,6,7,0,3,2,0,0.66,-999,-999,2,4,2,0,0
2036,1,25,0,4,0,1,1,0,2,3,21.4,1.041,-999,-999,2,3,0,28.17,25
2037,2,60,0,2,1,3.75,4,0,3,2,30.77,0.755,3.75,-2.2250472,1,5,2,38.209999,32.41
2038,2,47,0,2,0,6,7,0,3,2,24.24,0.685,-999,-999,2,2,2,18.280001,18.85
2039,2,25,0,2,0,1.35,2,0,2,3,30.74,0.834,3.200000048,-2.775047153,1,4,2,32.689999,29.709999
2040,3,29,1,4,1,1.9,11,1,2,3,31.72,0.892,-999,-999,2,0,1,23.43,15.19
2041,1,25,1,4,0,1.9,11,0,2,3,4.69,0.829,-999,-999,2,0,0,22.26,14.45
2042,2,55,1,4,0,2.65,7,0,2,3,0.7,0.649,4,-1.9750472,1,5,2,0.15000001,0.27000001
2043,2,20,0,3,0,2.65,10,1,3,3,25.9,0.677,89,83.0249528,1,3,0,28.76,12.06
2044,1,67,0,4,0,3.75,12,0,4,3,10.47,0.505,4,-1.9750472,1,0,2,22.799999,15.08
2045,3,53,0,4,0,2.65,11,1,3,3,21.48,0.912,2.5,-3.4750472,1,4,2,23.469999,22.690001
2046,2,36,1,3,0,2.65,6,1,3,1,15.5,0.842,1.049999952,-4.925047248,1,2,1,19.01,16.549999
2047,1,40,0,4,0,3.75,10,2,3,1,25.9,0.677,-999,-999,2,0,1,28.76,12.06
2048,2,66,1,3,1,2.65,5,0,3,2,23.39,0.833,4.199999809,-1.775047391,1,0,2,20.190001,13.89
2049,1,55,1,4,0,9.477,7,0,3,2,0,0.66,-999,-999,2,5,1,0,0
2050,1,25,1,5,0,1,1,0,2,3,7.99,0.932,-999,-999,2,0,2,21.83,7.8200002
2051,1,22,0,4,0,1.35,11,0,3,3,27.55,0.892,-999,-999,2,0,0,23.43,15.19
2052,1,39,0,3,0,0.65,9,0,3,1,5.98,0.81,4,-1.9750472,1,0,0,13.23,10.84
2053,2,51,1,3,0,3.75,12,0,3,1,10.47,0.505,22,16.0249528,1,0,2,22.799999,15.08
2054,2,67,0,5,0,6,7,0,3,1,0,0.66,4,-1.9750472,1,2,2,0,0
2055,1,46,1,2,0,2.65,1,0,2,3,15.06,0.925,-999,-999,2,4,2,12.25,14.98
